name,city,state,address,phone,website,rating,reviews_count,category,subtypes,latitude,longitude,postal_code,source,confirmed,confidence,place_id,photo,reviews_link,booking_link,maps_link,verified
VQ Labs,Carmel,IN,"800 S Rangeline Rd SUITE 135, Carmel, IN 46032",3179781234,http://www.vqlabs.com/,5.0,371,Health consultant,"Health consultant, Wellness center",39.9690215,-86.127815,46032,outscraper,True,high,ChIJkz9mD6pVa4gRf7WiGS3cujs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGnAuClyMKOo6n6KmALBRPBOewmFFzOwh00r4WBQrOahSDu0JAraewNLXFhfQT5wrTMu5IXCZ5ZPWJxNMOyl2PG0gO8PqSn292VJIXhCFBlxGPHVWlpwvghq5oDsF-oa7GCYgAuIoxAFjau=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJkz9mD6pVa4gRf7WiGS3cujs&q=*&authuser=0&hl=en&gl=US,https://www.mytime.com/express_checkout/124225/138634?rwg_token=AFd1xnEHBKL7zy9HsrzMUN_2n8lsuD0NOKWx49qsmDiXtRz1NE5eHV-eCIkTl8BM1KpPOA3ucD8afc6yOYfi2zetae-9jkgx2owO43KuTIEvxFnxKa5lt3M=,"https://www.google.com/maps/place/VQ+Labs/@39.9690215,-86.127815,14z/data=!4m8!1m2!2m1!1sVQ+Labs!3m4!1s0x886b55aa0f663f93:0x3bbadc2d19a2b57f!8m2!3d39.9690215!4d-86.127815",True
VO2 Max SF,San Francisco,CA,"323 Octavia Blvd, San Francisco, CA 94102",4158917120,https://www.vo2maxsf.com/,,,Fitness center,Fitness center,37.7749436,-122.4244641,94102,outscraper,True,high,ChIJ5RpQFSKBhYARIy3_mpF9dfk,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5_ME6Fe1TuogbVBMXFt248r1BOn6CtJPCE7gMTpd_JA9ryLKnW0UqakSIQ7--yj4nWe7FekTDyAD1xKWr0_V5LPyzGNHx5thsvzokGRUexV3KLKUyDfj-vghwd2ahI6fKgdSO=w800-h500-k-no,,https://customfit.gymmasteronline.com/portal/signup/12,"https://www.google.com/maps/place/VO2+Max+SF/@37.7749436,-122.4244641,14z/data=!4m8!1m2!2m1!1sVO2+Max+SF!3m4!1s0x8085812215501ae5:0xf9757d919aff2d23!8m2!3d37.7749436!4d-122.4244641",True
MetabAcheck Metabolism Testing And Analysis,San Rafael,CA,"700 A St, San Rafael, CA 94901",4158705117,https://metabacheck.com/,5.0,24.0,Health consultant,"Health consultant, Nutritionist, Physical fitness program, Sports medicine physician, Weight loss service, Wellness program",37.9703668,-122.5281696,94901,outscraper,True,high,ChIJ__-vwZdhhYARJ-JmLfJet4g,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtJgqLCLKJuzwdynb-ykyeGV2J060y-YohIC2H_YWXp5Jm80zETBVZY3BosNK6sTGyhkvgNAvz9FVbnHva2ks-0z3ui5qA9Mkb0tp_qRiIHAl0mm8Y4u5-Mh1q8qwmJFefI243=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ__-vwZdhhYARJ-JmLfJet4g&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/MetabAcheck+Metabolism+Testing+And+Analysis/@37.9703668,-122.5281696,14z/data=!4m8!1m2!2m1!1sMetabAcheck+Metabolism+Testing+And+Analysis!3m4!1s0x80856197c1afffff:0x88b75ef22d66e227!8m2!3d37.9703668!4d-122.5281696",True
Revvo: Free VO2Max (Fitness) Test,San Francisco,CA,"479 Jessie St, San Francisco, CA 94103",,,,,Physical fitness program,Physical fitness program,37.781587099999996,-122.40855889999999,94103,outscraper,True,high,ChIJ1b6RQISAhYAR7AQ03ggf4hw,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OInnkMj8btxsgiO2HFEGJg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=131.68082&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/Revvo%3A+Free+VO2Max+%28Fitness%29+Test/@37.781587099999996,-122.40855889999999,14z/data=!4m8!1m2!2m1!1sRevvo%3A+Free+VO2Max+%28Fitness%29+Test!3m4!1s0x808580844091bed5:0x1ce21f08de3404ec!8m2!3d37.781587099999996!4d-122.40855889999999",False
BodySpec® Seattle,Seattle,WA,"2300 7th Ave, Seattle, WA 98121",3106018184,https://www.bodyspec.com/,5.0,283,Health consultant,Health consultant,47.6180738,-122.3410352,98121,outscraper,True,high,ChIJbVvSk6kVkFQRumxE8AN71lc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHj3D6xJn4m7yRtxKSTLJ9d2cAg3qDD2TvD1sAHxjwewAWtNMB8WM6xaGOVGLufWUa8DfKy36AMx-8qAojOebYORXsxeD9zWP0VCQJ_eue_jw6PANJ5-UZ-SMbvN8Av7HnfCaFB3OK1UdQ=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJbVvSk6kVkFQRumxE8AN71lc&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/BodySpec%C2%AE+Seattle/@47.6180738,-122.3410352,14z/data=!4m8!1m2!2m1!1sBodySpec%C2%AE+Seattle!3m4!1s0x549015a993d25b6d:0x57d67b03f0446cba!8m2!3d47.6180738!4d-122.3410352",True
DexaFit Renton,Renton,WA,"Inside Vigor Ground Fitness, 332 Burnett Ave S, Renton, WA 98057",2062680700,https://dexafitseattlebodyscience.as.me/?location=DexaFit%20RENTON,5.0,1,Health consultant,Health consultant,47.4786164,-122.2075912,98057,outscraper,True,high,ChIJ1c7S2BpDkFQRyurgv2W_7Vs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEY68ZzWrU67sy2JZyhu7INDY-_k9bFiRtwvvY15GTgG2C_t6ekfmpeubwjLzRa-LUfXnzef-P8jWK01osVUqDdcxlUW02hXQgGuxop6HTqyWbh3sYptxoLQzwwlb8RGlMty21dgg=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ1c7S2BpDkFQRyurgv2W_7Vs&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/DexaFit+Renton/@47.4786164,-122.2075912,14z/data=!4m8!1m2!2m1!1sDexaFit+Renton!3m4!1s0x5490431ad8d2ced5:0x5bedbf65bfe0eaca!8m2!3d47.4786164!4d-122.2075912",True
Seattle Performance Medicine,Shoreline,WA,"19930 Ballinger Way NE, Shoreline, WA 98155",2066324575,http://www.spmedicine.com/,5.0,1,Sports medicine clinic,Sports medicine clinic,47.773859699999996,-122.3074264,98155,outscraper,True,high,ChIJnx6iYwcVkFQR_DLWZAtrx6Y,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGWZxs3ENEc8RAu4iJkW3ZzvkraQtgnJvCrVAmICQvBet2Jvd_PpLFI8ZilK2_WA9NSBJtxwfDMB8aB93II4qMKXkhsQ1G_UraMru-SSFGgndYSBbxQ7b67j20YNVgFJ8OD40g0pAcDgTdh=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJnx6iYwcVkFQR_DLWZAtrx6Y&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Seattle+Performance+Medicine/@47.773859699999996,-122.3074264,14z/data=!4m8!1m2!2m1!1sSeattle+Performance+Medicine!3m4!1s0x5490150763a21e9f:0xa6c76b0b64d632fc!8m2!3d47.773859699999996!4d-122.3074264",True
Life Fit Labs,Roswell,GA,"555 Sun Valley Dr UNIT K4, Roswell, GA 30076",7706508334,http://lifefitlabs.com/,5.0,93,Wellness center,"Wellness center, Diagnostic center",34.053581199999996,-84.3381799,30076,outscraper,True,high,ChIJdZf4YBF19YgR--QSRMcQmdQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFoTvxPKHXXZkAra6yDiT-xDCBM5DLybMQYM7r4wZzLyn8H_DU1jSraU5q1q0xeAnj40NjXaQ4AcTf_L14L8F0T0hr1OgTiJdMsxaH2wC9QpY2YCycwtCtauey9WVnKRhFKsQg5LLHgf6Vq=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJdZf4YBF19YgR--QSRMcQmdQ&q=*&authuser=0&hl=en&gl=US,https://www.vagaro.com//Users/BusinessWidget.aspx?enc=MMLjhIwJMcwFQhXLL7ifVFN5zHKQhTmarj/LclgceFXa1r4H6b09uKTSpzt2DRpnjeooTZhO3cjiaaWIsAIxu6Zoyh8Gp9B/9Jeap1Zfyn1c8fbqgvjPFMvy8sTfO/0njwS71jjGIt03tbgdEdfgpA8JEFBjC+4aSRmppvmVdR16ByrkxnEDjhsOJDP4pK2RBaBjJToB5+vA+f7Tz0Rki6fZNAd8NNNQSu2HnAO4sLYtwQldSkt19BstsifHrovWU9RqHfCBZryHGQIxnCHWU8Y63akqd792pBowO50EqEz/Dcxo8Ajif4LduxmyHGIpvpPOL2aqaSg3XBkFPJ+dpI5ZRafeDE6EKtPUmgf90zIayKtCjKqS2kEj1rnehGMKYHSLpH2xW4wv5nVGa7hwde0shTle/wBWWyYqgn5Ta9KS0pm5F5kwpiegxY52ID51H6494sEy/CnHZmN1pERXUQ==,"https://www.google.com/maps/place/Life+Fit+Labs/@34.053581199999996,-84.3381799,14z/data=!4m8!1m2!2m1!1sLife+Fit+Labs!3m4!1s0x88f5751160f89775:0xd49910c74412e4fb!8m2!3d34.053581199999996!4d-84.3381799",True
Composition ID Washington D.C.,Washington,DC,"760 N St NW, Washington, DC 20001",2028133399,https://www.compositionid.com/locations/washington-dc/,4.9,281,Medical diagnostic imaging center,"Medical diagnostic imaging center, Blood testing service, Nutritionist, Physical fitness program, Sports medicine physician, Weight loss service, Wellness center",38.9071024,-77.0229829,20001,outscraper,True,high,ChIJnxfiNtu3t4kRlOFS4GY0VG8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG5BhUqliOB34T6UsBcbdTnFAr40Bqbc8fQT3q82kBTHcMou1tGz8Y3Whwj209k3WkuLe42nIr8OVjOQlzg_Yb4xFRQGBJV4qvXqLb7V1Qyc8DKkzJJzD8-i3T0wkLydfFyLkADCg=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJnxfiNtu3t4kRlOFS4GY0VG8&q=*&authuser=0&hl=en&gl=US,https://www.compositionid.com/locations/washington-dc/book-now/,"https://www.google.com/maps/place/Composition+ID+Washington+D.C./@38.9071024,-77.0229829,14z/data=!4m8!1m2!2m1!1sComposition+ID+Washington+D.C.!3m4!1s0x89b7b7db36e2179f:0x6f543466e052e194!8m2!3d38.9071024!4d-77.0229829",True
"DexaFit Boston | Cambridge, MA",Cambridge,MA,"799 Concord Ave, Cambridge, MA 02138",3393304131,https://www.boston.dexafit.com/,5.0,1047.0,Diagnostic center,"Diagnostic center, Nutritionist, Wellness center",42.3917089,-71.1554378,02138,outscraper,True,high,ChIJ9bF-SWZ344kRS_NC84sk3BY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFrog2NGFuBrYR_6WJq4qVM8PLxDN75-EUmYsWSOLqqYkxd8oAbd4RF48ZEknI8N6lPuxtTjf-B4_0ahyVfQ6AwonxGqCsMRD25-FVwWQoi0_lJkzxmLvHgEcRhqfmqsJw3Nh-Y=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ9bF-SWZ344kRS_NC84sk3BY&q=*&authuser=0&hl=en&gl=US,https://www.boston.dexafit.com/appointments,"https://www.google.com/maps/place/DexaFit+Boston+%7C+Cambridge%2C+MA/@42.3917089,-71.1554378,14z/data=!4m8!1m2!2m1!1sDexaFit+Boston+%7C+Cambridge%2C+MA!3m4!1s0x89e37766497eb1f5:0x16dc248bf342f34b!8m2!3d42.3917089!4d-71.1554378",True
DXAMetrics,Boston,MA,"364 Boylston St Fl 4, Boston, MA 02116",,http://dxametrics.com/,4.6,9.0,Wellness center,Wellness center,42.3514404,-71.0715513,02116,outscraper,True,high,ChIJJ3kuZO5744kRvL3j1jfuC_Y,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LIbimhviWpAkEEHQKmK0lw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=149.77477&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJJ3kuZO5744kRvL3j1jfuC_Y&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/DXAMetrics/@42.3514404,-71.0715513,14z/data=!4m8!1m2!2m1!1sDXAMetrics!3m4!1s0x89e37bee642e7927:0xf60bee37d6e3bdbc!8m2!3d42.3514404!4d-71.0715513",False
DEXA Scan Boston - Body Composition & Metabolic Testing Clinic,Brookline,MA,"1101 Beacon Street 8th Floor, West Suite 2, Brookline, MA 02446",6176512528,https://www.dexascanboston.com/,5.0,291.0,Diagnostic center,Diagnostic center,42.3446554,-71.1110116,02446,outscraper,True,high,ChIJV7uEZJ9544kR0eDM9XSjtGU,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfWCCY47M2kIFYpk4dQFfgM2_l9xv_Ga2j-WwnYrWFIi3RXXFo8LAp8W151RCCePl5B4cHiVYHgrdRA0N8sr7G_62ky_kn4bAbrGf6soZSZI7oh4PFBzYMB9M3EUEt15ICbPbC=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJV7uEZJ9544kR0eDM9XSjtGU&q=*&authuser=0&hl=en&gl=US,https://bostondexascan.as.me/schedule.php,"https://www.google.com/maps/place/DEXA+Scan+Boston+-+Body+Composition+%26+Metabolic+Testing+Clinic/@42.3446554,-71.1110116,14z/data=!4m8!1m2!2m1!1sDEXA+Scan+Boston+-+Body+Composition+%26+Metabolic+Testing+Clinic!3m4!1s0x89e3799f6484bb57:0x65b4a374f5cce0d1!8m2!3d42.3446554!4d-71.1110116",True
John Hopkins Clinical Exercise,Timonium,MD,"10755 Falls Rd, Timonium, MD 21093",4106167220,,,,Medical clinic,Medical clinic,39.4211886,-76.667217,21093,outscraper,True,high,ChIJ-5S21LURyIkR9a0eMkdkhKs,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iaLkQXt7RhrV27LY5xmHxg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=150.98996&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/John+Hopkins+Clinical+Exercise/@39.4211886,-76.667217,14z/data=!4m8!1m2!2m1!1sJohn+Hopkins+Clinical+Exercise!3m4!1s0x89c811b5d4b694fb:0xab846447321eadf5!8m2!3d39.4211886!4d-76.667217",False
NOVA Body Lab,Falls Church,VA,"431 Park Ave #101, Falls Church, VA 22046",5715966007,http://www.novabodylab.com/,5.0,25.0,Wellness center,Wellness center,38.8869896,-77.1761856,22046,outscraper,True,high,ChIJF38srK-1t4kRgJy-sXdwUwM,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEudZ6NjvRXKuOUV6kFW-Hn7m_hW_wyDo_IJkHzXyYS7Q7TwmpfdgTrwckwSRvRUWnbD9gqjwwesqddIC0Y5yWz3LOwhkZ2IS5rhmIOCc24O67uTPPJZtV-O5O2ArF4M4LsPreD1PWqcuRi=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJF38srK-1t4kRgJy-sXdwUwM&q=*&authuser=0&hl=en&gl=US,https://www.novabodylab.com/#book-now,"https://www.google.com/maps/place/NOVA+Body+Lab/@38.8869896,-77.1761856,14z/data=!4m8!1m2!2m1!1sNOVA+Body+Lab!3m4!1s0x89b7b5afac2c7f17:0x3537077b1be9c80!8m2!3d38.8869896!4d-77.1761856",True
Froedtert Sports Medicine Center Ortho Now Clinic,Milwaukee,WI,"8700 W Watertown Plank Rd, Milwaukee, WI 53226",4148056655,https://www.froedtert.com/locations/walk-clinic/sports-medicine-center-ortho-now-walk-clinic,2.1,16,Sports medicine clinic,"Sports medicine clinic, Medical Center",43.046552,-88.021767,53226,outscraper,True,high,ChIJPSrg_uYFBYgRJH5ukYeK24s,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBGF4ACXWVBq32Wj8C8Ep4b979rksvOsG4UujOQINyk8ynJUE9Kr0u0C9gSPIRpNolE0MHHIdToZ2t6T7wuee4-EfsvdFZ5jBXYXG6R_vdNv576Qgs_1xrn2P38_IJWPqWohAXTJnTw_GF=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJPSrg_uYFBYgRJH5ukYeK24s&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Froedtert+Sports+Medicine+Center+Ortho+Now+Clinic/@43.046552,-88.021767,14z/data=!4m8!1m2!2m1!1sFroedtert+Sports+Medicine+Center+Ortho+Now+Clinic!3m4!1s0x880505e6fee02a3d:0x8bdb8a87916e7e24!8m2!3d43.046552!4d-88.021767",True
DexaFit Waukesha,Delafield,WI,"615 N Genesee St, Delafield, WI 53018",2625100341,https://www.waukesha.dexafit.com/,5.0,58,Wellness center,"Diagnostic center, Wellness center",43.0603434,-88.40467989999999,53018,outscraper,True,high,ChIJkePNrtGpBYgRrV1y6uSxdQo,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFWlIq98v1mqxqkcznqng-s-hbJVjMaQqt9LDyImd3TyJTNpkHCoRaez3QY9PV9VLvvFT6TY3HxmFw366OzU6iKVJTodwERwOFT73MsWSSvmapIf6kG7lrcBVabteaXdehVvl7Xy832v2Nm=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJkePNrtGpBYgRrV1y6uSxdQo&q=*&authuser=0&hl=en&gl=US,https://www.waukesha.dexafit.com/appointments,"https://www.google.com/maps/place/DexaFit+Waukesha/@43.0603434,-88.40467989999999,14z/data=!4m8!1m2!2m1!1sDexaFit+Waukesha!3m4!1s0x8805a9d1aecde391:0xa75b1e4ea725dad!8m2!3d43.0603434!4d-88.40467989999999",True
DexaFit Madison East,Sun Prairie,WI,"326 S Grand Ave, Sun Prairie, WI 53590",6084224111,https://www.madison.dexafit.com/,5.0,30,Diagnostic center,"Diagnostic center, Wellness center",43.1729962,-89.2663233,53590,outscraper,True,high,ChIJkURa68_5BogR3N-pVsipJEs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqMtpkAFuuHBm8SqrohIBoFSDyu931TIjptPJ8SVLMKAbYGMSC3UEMzSdpBjMgp0Jdnr3yyEaq7SVUj_ShVTRxrEuvW8m4rvb10LAdERy9K46U020IiU5Z7Ji3IkiABoTIVICwVUD8qRk=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJkURa68_5BogR3N-pVsipJEs&q=*&authuser=0&hl=en&gl=US,https://dexafitmadison.as.me/?calendarID=12948335,"https://www.google.com/maps/place/DexaFit+Madison+East/@43.1729962,-89.2663233,14z/data=!4m8!1m2!2m1!1sDexaFit+Madison+East!3m4!1s0x8806f9cfeb5a4491:0x4b24a9c856a9dfdc!8m2!3d43.1729962!4d-89.2663233",True
Kinetic Sports Medicine and Performance - Milwaukee,Milwaukee,WI,"665 S 72nd St Unit A, Milwaukee, WI 53214",2623379331,http://www.kineticsmp.com/,5.0,22,Physical therapy clinic,"Physical therapy clinic, Alternative medicine practitioner, Fitness center, Women's health clinic, Orthopedic clinic, Physical therapist, Rehabilitation center, Sports massage therapist, Sports medicine clinic, Wellness center",43.025510999999995,-88.00358899999999,53214,outscraper,True,high,ChIJx36wNaUbBYgRtKX1qzP1I0s,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFbaa0m1QfiwK59YrTvFvhDGNTEA2S1CPrn3Nz2C5zeGQAymYdIL9a1Iv0OPv1-Jriw5RV0xzpQDXtyHz2Brxf5mKZo2DaKQiUnnWQ7-MPr0APiAdgOICSfqThzmG845FdyTy2C59j_7YBK=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJx36wNaUbBYgRtKX1qzP1I0s&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Kinetic+Sports+Medicine+and+Performance+-+Milwaukee/@43.025510999999995,-88.00358899999999,14z/data=!4m8!1m2!2m1!1sKinetic+Sports+Medicine+and+Performance+-+Milwaukee!3m4!1s0x88051ba535b07ec7:0x4b23f533abf5a5b4!8m2!3d43.025510999999995!4d-88.00358899999999",True
NX Level - Mequon Health Center,Mequon,WI,"11430 N Port Washington Rd, Mequon, WI 53092",2625185001,http://www.nxlevelathletics.com/,4.0,7,Sports medicine clinic,"Sports medicine clinic, Medical Center",43.2260262,-87.92283189999999,53092,outscraper,True,high,ChIJQ1fMCWvjBIgRQXjM5K7tWi8,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fYRXxRC8m1mhCHS6Amzlhg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=194.51973&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJQ1fMCWvjBIgRQXjM5K7tWi8&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/NX+Level+-+Mequon+Health+Center/@43.2260262,-87.92283189999999,14z/data=!4m8!1m2!2m1!1sNX+Level+-+Mequon+Health+Center!3m4!1s0x8804e36b09cc5743:0x2f5aedaee4cc7841!8m2!3d43.2260262!4d-87.92283189999999",True
MCW - Medical College of Wisconsin,Milwaukee,WI,"8701 W Watertown Plank Rd, Milwaukee, WI 53226",4149558296,https://www.mcw.edu/,3.9,77,Medical school,"Medical clinic, Cancer treatment center, Cardiologist, Faculty of pharmacy, Graduate school, Medical school, Public medical center, University, University hospital",43.0435774,-88.0217863,53226,outscraper,True,high,ChIJx91MU-AEBYgRVa7UC1_mZ_w,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGBhjL3DhUgPgLKkz9aELW3L-Gm1vVqLh71sG3hn7Yv6jdVC9LAF7auondirGzl7gLOojNRO2kXk5Hjhe7mSNeGDDxUh30uJfhWXCDedEyiLwUOULv5ZowKww7ZXWLaiMMP60BX=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJx91MU-AEBYgRVa7UC1_mZ_w&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/MCW+-+Medical+College+of+Wisconsin/@43.0435774,-88.0217863,14z/data=!4m8!1m2!2m1!1sMCW+-+Medical+College+of+Wisconsin!3m4!1s0x880504e0534cddc7:0xfc67e65f0bd4ae55!8m2!3d43.0435774!4d-88.0217863",True
DexaFit Midtown Sacramento,Sacramento,CA,"2408 J St, Sacramento, CA 95816",9164617020,https://www.dexafit.com/locations/california/sacramento,4.8,76,Diagnostic center,"Diagnostic center, Medical laboratory",38.5750216,-121.47412209999999,95816,outscraper,True,high,ChIJD8iK5jPnmoARo9duhCQcK74,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGqJA3eVDRQq_HOSsXLqK09DiKPvbUaMhWN49sQ9trde4V9HHSjU2fpUsKFFzpP70chbYLRHhYoZOXqF8RUgJO0a3RACEmy0QPoj5GbktJqIqbHCnw429dTGBgKd1kuyW6V_Ag=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJD8iK5jPnmoARo9duhCQcK74&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/DexaFit+Midtown+Sacramento/@38.5750216,-121.47412209999999,14z/data=!4m8!1m2!2m1!1sDexaFit+Midtown+Sacramento!3m4!1s0x809ae733e68ac80f:0xbe2b1c24846ed7a3!8m2!3d38.5750216!4d-121.47412209999999",True
DexaFit Atlanta,Chamblee,GA,"5553 Peachtree Rd #180, Chamblee, GA 30341",4049967129,https://www.atlanta.dexafit.com/,4.9,298,Diagnostic center,"Diagnostic center, Wellness center",33.895213999999996,-84.2956695,30341,outscraper,True,high,ChIJEXCiaZYJ9YgR56Vz3dIkzy8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG1Xd_p66ZJR6LpY_U671u7w8c_WrL-3nSGq2B3euLqVURbzDOf6OxCrjyqOmwL59pQli-x5Ti85zP3j-SDn_ojLUS3W9W7WtxoEzMLMj48ICIvdnaYgco_-Ff3vgXyAR4ztFTJjg=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJEXCiaZYJ9YgR56Vz3dIkzy8&q=*&authuser=0&hl=en&gl=US,https://dexafitatlanta1.as.me/,"https://www.google.com/maps/place/DexaFit+Atlanta/@33.895213999999996,-84.2956695,14z/data=!4m8!1m2!2m1!1sDexaFit+Atlanta!3m4!1s0x88f5099669a27011:0x2fcf24d2dd73a5e7!8m2!3d33.895213999999996!4d-84.2956695",True
Dexa Body,Atlanta,GA,"3355 Lenox Rd NE #750, Atlanta, GA 30326",6785852000,https://dexabody.com/,4.9,93,Health consultant,"Health consultant, Wellness center, Wellness program",33.846759999999996,-84.35833199999999,30326,outscraper,True,high,ChIJO_FZ8lUP9YgR0Ctz32gnSx8,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHu5ut6nhzdpHR09Y0uY0w-9y5uyp2_-u16JbeGwTdwp_dgg5_EuTaeTBGiPYwxrwfrX4DdLkaFMTA7tdUe9ftVbgm2-e34PI9QyCPiEhjQpAgpLalHiHlU_ecfzG2JasmMZ7DFlA=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJO_FZ8lUP9YgR0Ctz32gnSx8&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Dexa+Body/@33.846759999999996,-84.35833199999999,14z/data=!4m8!1m2!2m1!1sDexa+Body!3m4!1s0x88f50f55f259f13b:0x1f4b2768df732bd0!8m2!3d33.846759999999996!4d-84.35833199999999",True
DexaFit KC,Olathe,KS,"14008 W 135th St, Olathe, KS 66062",9134443141,https://dexafitkc.com/,4.8,25,Wellness center,Wellness center,38.8842125,-94.7474153,66062,outscraper,True,high,ChIJD-jMNya_wIcRv71VXVbXLQs,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFv2w06Nf1mhHZqcH0CfRQn2_2wTYYbIIkdWwKic49hUq_PxvdJFgVU8B70OGOkJyRQ9aaCj_jJy3JuHqRIHDjG2nOw0c-ejG8ZOPo2djR3K46yfHryKVF6TwHFd7qjzphsZlU=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJD-jMNya_wIcRv71VXVbXLQs&q=*&authuser=0&hl=en&gl=US,https://booking.dexafitkc.com/?ref=GoogleProf,"https://www.google.com/maps/place/DexaFit+KC/@38.8842125,-94.7474153,14z/data=!4m8!1m2!2m1!1sDexaFit+KC!3m4!1s0x87c0bf2637cce80f:0xb2dd7565d55bdbf!8m2!3d38.8842125!4d-94.7474153",True
DexaFit Town & Country,Town and Country,MO,"171 Lamp and Lantern Village, Town and Country, MO 63017",6362202568,http://www.dexafitstl.com/,4.8,135,Diagnostic center,"Diagnostic center, Medical diagnostic imaging center",38.6248994,-90.51688589999999,63017,outscraper,True,high,ChIJRUboXBfT2IcRCsEAePnRqLI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLfk-Ix6Q9dWdi-OFVujfVbMjIHGCeRRPTg3qXoXZPZaIY-moohYDEj3ST8PhvXxY3bsBn_MArFLNO6BiKE7f9q5SRaBtv4zMQvZfIFHjnYekCbiZeMRr7L6dVZDPjuHL_QDQY=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJRUboXBfT2IcRCsEAePnRqLI&q=*&authuser=0&hl=en&gl=US,https://www.mindbodyonline.com/explore/locations/dexafit-st-louis?rwg_token=AFd1xnGDkatbxvJTqC1i5omPXOWAO2LnLY6IsOCPg6VkWX-DMziintcFqSONEf7GDgiX0nge56LQmWk5Ja267u3zJd_fxz_-3Gsd0wLSZyyvwiUIdEhzoY4=,"https://www.google.com/maps/place/DexaFit+Town+%26+Country/@38.6248994,-90.51688589999999,14z/data=!4m8!1m2!2m1!1sDexaFit+Town+%26+Country!3m4!1s0x87d8d3175ce84645:0xb2a8d1f97800c10a!8m2!3d38.6248994!4d-90.51688589999999",True
